1 5.833316e+04   
2 9.722050e+03   
3 1.620315e+03   
4 2.700489e+02   
5 4.500769e+01   
6 7.501241e+00   
7 1.250209e+00   
8 2.083709e-01   
9 3.472951e-02   
10 5.788565e-03   
11 9.648511e-04   
12 1.608335e-04   
13 2.681202e-05   
14 4.470312e-06   
15 7.454672e-07   
16 1.243573e-07   
17 2.075706e-08   
18 3.471625e-09   
19 5.820976e-10   
20 9.557843e-11   
